type	geneStart	geneEnd	tag	description
CDS	62849	64288	HFX_0062	oligopeptide ABC transporter permease protein
CDS	64295	65341	HFX_0063	dipeptide ABC transporter permease
CDS	65498	67345	HFX_0064	dipeptide ABC transporter dipeptide-binding protein
CDS	67581	67748	HFX_0065	hypothetical protein
CDS	67840	68259	HFX_0066	polA operon protein (DNA-binding protein)
CDS	68262	73361	HFX_0067	DNA polymerase II large subunit
CDS	74068	75618	HFX_0068	potassium transport system protein trkH1
CDS	75679	76365	HFX_0069	Trk potassium uptake system protein
CDS	76371	78713	HFX_0070	putative cationic amino acid transport protein
CDS	78748	78972	HFX_0071	hypothetical protein
CDS	78778	79194	HFX_0072	universal stress protein
CDS	80062	80805	HFX_0073	lrp-type transcriptional regulator
CDS	82192	82839	HFX_0075	hypothetical protein
CDS	83277	83564	HFX_0076	hypothetical protein
CDS	83657	84553	HFX_0077	2-dehydropantoate 2-reductase
CDS	84575	86113	HFX_0078	"arylsulfatase, choline-sulfatase"
CDS	86192	86566	HFX_0079	hypothetical protein
CDS	86611	86928	HFX_0080	hypothetical protein
CDS	87256	87657	HFX_0081	putative membrane protein
CDS	87884	88105	HFX_0082	hypothetical protein
CDS	88329	88718	HFX_0083	hypothetical protein
CDS	88760	90178	HFX_0084	single-stranded-DNA-specific exonuclease
CDS	90321	91553	HFX_0085	major facilitator superfamily transporter
CDS	91550	92293	HFX_0086	uroporphyrinogen-III synthase
CDS	92290	93147	HFX_0087	uroporphyrin-III C-methyltransferase
CDS	93149	94246	HFX_0088	hydroxymethylbilane synthase (porphobilinogen deaminase)
CDS	94923	95099	HFX_0089	hypothetical protein
CDS	95094	96431	HFX_0090	glutamate-1-semialdehyde aminotransferase
CDS	96464	97150	HFX_0091	hem operon protein
CDS	97291	97662	HFX_0092	nitrogen regulatory protein P-II
CDS	97666	99036	HFX_0093	ammonium transporter
CDS	99423	99791	HFX_0094	nitrogen regulatory protein P-II
CDS	99788	101338	HFX_0095	ammonium transporter
CDS	101712	102704	HFX_0096	porphobilinogen synthase
CDS	102799	103311	HFX_0097	hypothetical protein
CDS	103384	103548	HFX_0098	hypothetical protein
CDS	103731	104525	HFX_0099	hypothetical protein
CDS	104659	104943	HFX_0100	hypothetical protein
CDS	105040	106044	HFX_0101	hypothetical protein
CDS	106160	106336	HFX_0102	hypothetical protein
CDS	106367	107062	HFX_0103	hypothetical protein
CDS	107094	108026	HFX_0104	NADH dehydrogenase 32K chain-like protein
CDS	108117	109001	HFX_0105	hypothetical protein
CDS	109137	109340	HFX_0106	hypothetical protein
CDS	109421	111310	HFX_0107	Rad3-related DNA helicases DinG
CDS	111760	111954	HFX_0108	hypothetical protein
CDS	112099	113223	HFX_0109	putative NMD protein affecting ribosome stability and mRNA decay
CDS	113308	113946	HFX_0110	phosphoribosyltransferase
CDS	114036	114926	HFX_0111	UDP-glucose 4-epimerase
CDS	115024	115905	HFX_0112	heat shock protein HtpX
CDS	115998	117092	HFX_0113	hypothetical protein
CDS	117146	117751	HFX_0114	hypothetical protein
CDS	117777	117974	HFX_0115	hypothetical protein
CDS	118144	119175	HFX_0116	DNA repair and recombination protein RadA
CDS	119397	120542	HFX_0117	FAD-dependent pyridine nucleotide-disulfide oxidoreductase
CDS	120553	120966	HFX_0118	hypothetical protein
CDS	120985	121410	HFX_0119	nitrogen fixation protein NifU-like protein
CDS	121542	122822	HFX_0120	"cysteine desulfurase, class V aminotransferase"
CDS	123042	123344	HFX_0121	hypothetical protein
CDS	123344	124084	HFX_0122	TPR repeat-containing protein
CDS	124176	124817	HFX_0123	Phosphoglycerate mutase
CDS	124913	125467	HFX_0124	2'-5' RNA ligase
CDS	125504	126442	HFX_0125	DMT(drug/metabolite transporter) superfamily permease
CDS	126606	126758	HFX_0126	50S ribosomal protein L39e
CDS	126762	127040	HFX_0127	50S ribosomal protein L31e
CDS	127044	127709	HFX_0128	translation initiation factor IF-6
CDS	127791	127967	HFX_0129	50S ribosomal protein LX
CDS	127964	128437	HFX_0130	prefoldin alpha subunit
CDS	128459	129853	HFX_0131	signal recognition particle receptor SRalpha
CDS	129943	130560	HFX_0132	threonine/homoserine/homoserine lactone efflux protein
CDS	130741	132135	HFX_0133	signal recognition particle 54K protein
CDS	132236	132817	HFX_0134	Mg2+ transporter
CDS	132819	133379	HFX_0135	"divalent cation transporter, subunit II, MgtE family protein"
CDS	133498	134490	HFX_0136	hypothetical protein
CDS	134530	134946	HFX_0137	coaE operon protein
CDS	134943	135512	HFX_0138	dephospho-CoA kinase
CDS	135652	136029	HFX_0139	hypothetical protein
tRNA	136073	136146	HFX_0140	tRNA-Arg
CDS	136839	137042	HFX_0141	hypothetical protein
CDS	137199	138881	HFX_0142	"thermosome, alpha subunit"
CDS	138983	139756	HFX_0143	sugar kinase
CDS	139838	140380	HFX_0144	putative RNA-processing protein
CDS	140464	141318	HFX_0145	RIO-like serine/threonine protein kinase II
CDS	141494	141784	HFX_0146	translation initiation factor IF-1A
CDS	142125	143111	HFX_0147	tyrosyl-tRNA synthetase
CDS	143202	143513	HFX_0148	hypothetical protein
CDS	143532	145595	HFX_0149	hypothetical protein
CDS	145704	146702	HFX_0150	"membrane protease subunit, stomatin/prohibitin"
CDS	146702	147046	HFX_0151	hypothetical protein
CDS	147056	147949	HFX_0152	phenazine biosynthesis-like protein
CDS	147992	148927	HFX_0153	ribonuclease Z (RNase Z) (tRNA 3 endonuclease)
CDS	149075	150100	HFX_0154	replication factor C small subunit 2
CDS	150101	150706	HFX_0155	phosphatidylserine decarboxylase
CDS	150921	151169	HFX_0156	hypothetical protein
CDS	151481	151879	HFX_0157	hypothetical protein
CDS	151907	152872	HFX_0158	putative RNA methylase
CDS	152988	153299	HFX_0159	hypothetical protein
CDS	153358	153927	HFX_0160	TATA-binding transcription initiation factor
CDS	154084	154464	HFX_0161	hypothetical protein
CDS	154552	155493	HFX_0162	hypothetical protein
CDS	155544	156389	HFX_0163	ATP phosphoribosyltransferase
CDS	156468	157541	HFX_0164	putative peptidase
CDS	157615	158127	HFX_0165	transcription regulator
CDS	158124	158471	HFX_0166	hypothetical protein
CDS	158631	159923	HFX_0167	putative chlorohydrolase
CDS	159946	160257	HFX_0168	"putative transcriptional regulator, ArsR family"
CDS	160358	161644	HFX_0169	S-adenosyl-L-homocysteine hydrolase
CDS	161754	162179	HFX_0170	Holliday junction resolvase
CDS	162216	162863	HFX_0171	hypothetical protein
CDS	163083	163286	HFX_0172	transporter
CDS	163398	164495	HFX_0173	DNA primase large subunit
CDS	164624	165217	HFX_0174	hypothetical protein
CDS	165341	167041	HFX_0175	HTR-like protein
CDS	167154	167897	HFX_0176	DNA polymerase sliding clamp
CDS	168259	168687	HFX_0177	"arsenate reductase (glutaredoxin), protein-tyrosine-phosphatase"
CDS	168836	169609	HFX_0178	ribosomal RNA large subunit methyltransferase J
CDS	170028	171305	HFX_0180	IS1341-type transposase (TCE32)
CDS	171302	171733	HFX_0181	IS200-type transposase (TCE31)
CDS	172379	173098	HFX_0182	hypothetical protein
CDS	173091	173267	HFX_0183	hypothetical protein
CDS	173360	175513	HFX_0184	sec-independent protein translocase component TatC2
CDS	175645	176757	HFX_0185	sec-independent protein translocase component TatC1
CDS	176853	177068	HFX_0186	hypothetical protein
CDS	177256	177789	HFX_0187	cyclase/dehydrase
CDS	177864	178499	HFX_0188	phosphoglycerate mutase
CDS	178609	179517	HFX_0189	tRNA methyl transferase / tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
CDS	179674	181665	HFX_0190	"DNA mismatch repair protein MutS-like protein, MutS3"
CDS	181675	182229	HFX_0191	protein N-acetyltransferase-like protein
CDS	182274	182669	HFX_0192	hypothetical protein
CDS	183378	184502	HFX_0193	cell division control protein 6
CDS	184573	185265	HFX_0194	ribose 5-phosphate isomerase
CDS	185361	185528	HFX_0195	hypothetical protein
CDS	185712	186467	HFX_0196	NCAIR mutase (PurE)-related protein
CDS	186546	187379	HFX_0197	"ABC-type copper transport system, permease protein"
CDS	187388	187717	HFX_0198	hypothetical protein
CDS	187762	188025	HFX_0199	putative nuclease
CDS	188061	189434	HFX_0200	"phosphohexomutase (phosphoglucomutase, phosphomannomutase)"
CDS	189431	189835	HFX_0201	hypothetical protein
CDS	189945	190358	HFX_0202	GCN5-related N-acetyltransferase
CDS	190470	191009	HFX_0203	thioredoxin-dependent hydroperoxide peroxidase
CDS	191057	191257	HFX_0204	hypothetical protein
CDS	191387	192373	HFX_0205	replication factor C small subunit
CDS	192458	194863	HFX_0206	PAS domain S-box
CDS	194984	195469	HFX_0207	tryptophan-rich sensory protein
CDS	195592	198360	HFX_0208	alanyl-tRNA synthetase
CDS	198469	199242	HFX_0209	3-oxoadipate enol-lactonase
CDS	199435	200148	HFX_0210	GMP synthase (glutamine-hydrolysing)
CDS	200311	201474	HFX_0211	glutaryl-CoA dehydrogenase
CDS	201591	201881	HFX_0212	hypothetical protein
CDS	202118	202834	HFX_0213	hypothetical protein
CDS	202970	204043	HFX_0214	hypothetical protein
CDS	204131	204454	HFX_0215	ferredoxin II
CDS	204498	204872	HFX_0216	putative lactoyglutathione lyase
CDS	205128	205826	HFX_0217	hypothetical protein
CDS	206034	206486	HFX_0218	ferritin-like protein
CDS	206695	208809	HFX_0219	iron-sulfur protein (4Fe-4S)
CDS	208979	209683	HFX_0220	cobalt transport protein
CDS	209677	210378	HFX_0221	cobalt ABC transporter ATP-binding protein
CDS	210379	210957	HFX_0222	biotin synthesis protein
CDS	211196	211801	HFX_0223	hypothetical protein
CDS	211907	217363	HFX_0224	replicative DNA helicase / cell division control protein 21 /MCM
CDS	217365	217667	HFX_0225	hypothetical protein
CDS	217822	218160	HFX_0226	hypothetical protein
CDS	218157	219104	HFX_0227	hypothetical protein
CDS	218952	219131	HFX_0228	hypothetical protein
CDS	219185	220072	HFX_0229	hypothetical protein
CDS	220069	220731	HFX_0230	cell division inhibitor MinD-like (ATPase involved in chromosome partitioning)
CDS	220815	221681	HFX_0231	transcription initiation factor TFB
CDS	221844	222365	HFX_0232	hypothetical protein
CDS	222461	223204	HFX_0233	cell division inhibitor
CDS	223301	223720	HFX_0234	histidine triad (HIT) hydrolase
CDS	224270	224893	HFX_0235	uracil DNA glycosylase superfamily protein
CDS	224900	225130	HFX_0236	hypothetical protein
CDS	225209	226060	HFX_0237	ribose-phosphate diphosphokinase / PRPP synthetase
CDS	226121	226942	HFX_0238	hypothetical protein
CDS	227038	227382	HFX_0239	putative metal-binding protein
CDS	227507	228637	HFX_0240	"N(2),N(2)-dimethylguanosine tRNA methyltransferase / tRNA (guanine-N2-)-methyltransferase"
CDS	230048	230995	HFX_0243	glucose-6-phosphatase
CDS	231005	231706	HFX_0244	ubiquinone/menaquinone biosynthesis methyltransferase UbiE
CDS	231846	233216	HFX_0245	glutamine synthetase
CDS	233343	233801	HFX_0246	Lrp/AsnC family transcription regulator
CDS	233815	233967	HFX_0246A	small CPxCG-related zinc finger protein
CDS	234442	235527	HFX_0247	leucyl aminopeptidase
CDS	235646	236671	HFX_0248	threonine aldolase
CDS	236901	237845	HFX_0250	cation efflux protein
CDS	237712	237957	HFX_0249	hypothetical protein
CDS	237966	238487	HFX_0251	"phosphoesterase,metallo-phosphoesterase-calcineu rin-like protein"
CDS	238722	239627	HFX_0252	ArsR family regulatory protein
CDS	239724	239891	HFX_0253	hypothetical protein
CDS	239934	241133	HFX_0254	phosphate/sulfate permease
CDS	241262	242659	HFX_0255	CBS domain-containing protein
CDS	242907	243170	HFX_0256	glutathione S-transferase
CDS	243170	243676	HFX_0257	peroxiredoxin-like protein
CDS	243836	244447	HFX_0258	"DNA binding protein, translation factor"
CDS	244448	245110	HFX_0259	hypothetical protein
CDS	245263	246876	HFX_0260	spermidine synthase
CDS	246909	247070	HFX_0261	hypothetical protein
CDS	247199	247384	HFX_0262	hypothetical protein
CDS	247921	248154	HFX_0263	hypothetical protein
CDS	248503	248889	HFX_0264	PilT protein domain protein
CDS	248886	249113	HFX_0265	hypothetical protein
CDS	249404	249577	HFX_0266	hypothetical protein
CDS	249581	250147	HFX_0267	hypothetical protein
tRNA	250321	250393	HFX_0268	tRNA-Pro
CDS	250442	252298	HFX_0269	sodium/sulfate symporter family transporter
CDS	252389	254443	HFX_0270	archaea-specific helicase
CDS	254534	254917	HFX_0271	cupin domain-containing protein
CDS	255003	256175	HFX_0272	metalloprotease
CDS	256197	257069	HFX_0273	CinA-like domain-containing protein
CDS	257210	257374	HFX_0274	hypothetical protein
tRNA	257827	257899	HFX_0275	tRNA-His
CDS	258025	258486	HFX_0276	helicase
CDS	258528	258941	HFX_0277	CopG family protein
CDS	259097	259687	HFX_0278	hypothetical protein
CDS	259688	260623	HFX_0279	replication factor A
CDS	260772	261056	HFX_0280	hypothetical protein
CDS	261132	262136	HFX_0281	mannose-1-phosphate guanylyltransferase
CDS	262147	262932	HFX_0282	glucose dehydrogenase / 3-oxoacyl-[acyl-carrier protein] reductase
CDS	263058	263555	HFX_0283	putative transcriptional regulator
CDS	263632	264099	HFX_0284	hypothetical protein
CDS	264222	264791	HFX_0285	hypothetical protein
CDS	264898	265893	HFX_0286	hypothetical protein
CDS	266050	267900	HFX_0287	dipeptidyl aminopeptidases/acylaminoacyl-peptidase
CDS	267965	269098	HFX_0288	hypothetical protein
CDS	269163	270005	HFX_0289	multifunctional long-chain (E)-prenyl diphosphate synthase
CDS	270179	271132	HFX_0290	electron transfer flavoprotein alpha-subunit
CDS	271129	271923	HFX_0291	electron transfer flavoprotein beta subunit
CDS	271992	273134	HFX_0292	hypothetical protein
CDS	273297	274625	HFX_0293	hypothetical protein
CDS	274715	275197	HFX_0294	hypothetical protein
CDS	275267	275893	HFX_0295	ubiquinone/menaquinone biosynthesis methyltransferase
CDS	276049	276381	HFX_0296	A-type ATP synthase subunit H
CDS	276368	278557	HFX_0297	A-type ATP synthase subunit I
CDS	278733	278990	HFX_0298	A-type ATP synthase subunit K
CDS	279011	279595	HFX_0299	A-type ATP synthase subunit E
CDS	279592	280638	HFX_0300	A-type ATP synthase subunit C
CDS	280635	280955	HFX_0301	A-type ATP synthase subunit F
CDS	280962	282722	HFX_0302	A-type ATP synthase subunit A
CDS	282727	284133	HFX_0303	A-type ATP synthase subunit B
CDS	284297	286300	HFX_0304	bacterioopsin activator
CDS	286451	287137	HFX_0305	A-type ATP synthase subunit D
CDS	287219	287602	HFX_0306	hypothetical protein
CDS	287743	288987	HFX_0307	peptide chain release factor 1
CDS	289097	291196	HFX_0308	septum site-determining protein MinD
CDS	291416	293179	HFX_0309	arginyl-tRNA synthetase
CDS	293420	293572	HFX_0310	hypothetical protein
CDS	294014	294727	HFX_0311	"riboflavin biosynthetic operon protein, transtriptional regulator / riboflavin kinase, archaea type"
CDS	294724	295407	HFX_0312	"3,4-dihydroxy-2-butanone 4-phosphate synthase"
CDS	295430	296326	HFX_0313	UDP-glucose 4-epimerase
CDS	296418	297356	HFX_0314	branched-chain-amino-acid aminotransferase
CDS	297433	298074	HFX_0315	hypothetical protein
CDS	298167	299006	HFX_0316	proline dehydrogenase
CDS	299133	299675	HFX_0317	hypothetical protein
CDS	299911	300441	HFX_0318	orotate phosphoribosyltransferase
CDS	300516	301229	HFX_0319	adenine phosphoribosyltransferase
CDS	301602	303071	HFX_0320	transporter
CDS	303221	304609	HFX_0321	hypothetical protein
CDS	304708	304962	HFX_0322	glutathione S-transferase domain-containing protein
CDS	305050	306024	HFX_0323	hypothetical protein
CDS	306168	307436	HFX_0324	hypothetical protein
CDS	307461	307907	HFX_0325	hypothetical protein
CDS	307983	309083	HFX_0326	hypothetical protein
CDS	309105	309440	HFX_0327	CRCB integral membrane protein
CDS	309437	309793	HFX_0328	CRCB integral membrane protein
CDS	310050	310322	HFX_0329	hypothetical protein
tRNA	310406	310478	HFX_0330	tRNA-Asp
tRNA	310508	310580	HFX_0331	tRNA-Asp
CDS	310848	311075	HFX_0332	DNA-directed RNA polymerase subunit H
CDS	311072	312637	HFX_0333	DNA-directed RNA polymerase subunit B''
CDS	312639	314468	HFX_0334	DNA-directed RNA polymerase subunit B'
CDS	314475	317405	HFX_0335	DNA-directed RNA polymerase subunit A'
CDS	317398	318657	HFX_0336	DNA-directed RNA polymerase subunit A''
CDS	318504	318926	HFX_0338	hypothetical protein
CDS	318660	319079	HFX_0337	transcription elongation factor NusA-like protein
CDS	319180	319440	HFX_0339	hypothetical protein
CDS	319459	319887	HFX_0340	30S ribosomal protein S12P
CDS	319890	320504	HFX_0341	30S ribosomal protein S7P
CDS	320647	321402	HFX_0342	hypothetical protein
CDS	321591	323774	HFX_0343	translation elongation factor EF-2
CDS	324066	324635	HFX_0344	allosteric regulator of homoserine dehydrogenase
CDS	324632	325585	HFX_0345	homoserine dehydrogenase
CDS	325776	327041	HFX_0346	"translation elongation factor EF-1, subunit alpha"
CDS	327044	327352	HFX_0347	30S ribosomal protein S10P
tRNA	327612	327683	HFX_0348	tRNA-Ala
CDS	328172	328543	HFX_0349	hypothetical protein
CDS	328682	330286	HFX_0350	HTR-like protein
CDS	330451	330684	HFX_0351	hypothetical protein
CDS	330721	330939	HFX_0352	hypothetical protein
CDS	331009	332328	HFX_0353	ribonuclease R-like protein
CDS	332430	332723	HFX_0354	hypothetical protein
CDS	332466	332783	HFX_0355	hypothetical protein
CDS	332929	333408	HFX_0356	PUA domain-containing protein
CDS	333438	334166	HFX_0357	hypothetical protein
CDS	334324	334680	HFX_0358	hypothetical protein
CDS	334777	337725	HFX_0359	excinuclease ABC chain A
CDS	337769	339721	HFX_0360	hypothetical protein
CDS	339859	340806	HFX_0361	ABC transporter ATP-binding protein
CDS	340799	341602	HFX_0362	hypothetical protein
CDS	341679	342695	HFX_0363	hypothetical protein
CDS	342778	343860	HFX_0364	electron-transferring-flavoprotein dehydrogenase / geranylgeranyl hydrogenase-like protein
CDS	343894	345033	HFX_0365	"aminomethyltransferase, glycine cleavage system T protein"
CDS	345138	345437	HFX_0366	hypothetical protein
CDS	345542	346498	HFX_0367	hypothetical protein
CDS	346569	346949	HFX_0368	hypothetical protein
CDS	347204	347662	HFX_0369	universal stress protein
CDS	347862	348830	HFX_0370	glucokinase
CDS	349523	351004	HFX_0371	hypothetical protein
CDS	351125	351457	HFX_0372	NifU domain-containing protein
CDS	351632	352324	HFX_0373	hypothetical protein
CDS	352396	353802	HFX_0374	hypothetical protein
CDS	353799	354173	HFX_0375	hypothetical protein
CDS	354272	355315	HFX_0376	hypothetical protein
CDS	355357	355953	HFX_0377	riboflavin synthase subunit alpha
CDS	356132	356896	HFX_0378	hypothetical protein
CDS	356899	358725	HFX_0379	putative transport protein
CDS	358846	359088	HFX_0380	hypothetical protein
CDS	359137	360351	HFX_0381	Xaa-Pro aminopeptidase
CDS	360359	362209	HFX_0382	DNA helicase II / ATP-dependent DNA helicase PcrA
CDS	362368	362544	HFX_0383	hypothetical protein
CDS	362631	364139	HFX_0384	carboxypeptidase
CDS	364499	365593	HFX_0385	acetylornithine deacetylase
CDS	365710	367344	HFX_0386	MCP domain-containing signal transducer
CDS	367429	369249	HFX_0387	ATPase
CDS	369402	369695	HFX_0388	ArsR family transcriptional regulator
CDS	369820	370134	HFX_0389	hypothetical protein
CDS	370137	371951	HFX_0390	putative ATPase RIL
CDS	372091	372981	HFX_0391	Glyoxalase/bleomycin resistance protein/dioxygenase
CDS	373036	373518	HFX_0392	phosphatidylethanolamine-binding protein
CDS	373543	374559	HFX_0393	RNA 3'-terminal phosphate cyclase
CDS	374560	375009	HFX_0394	stress response protein
CDS	375069	375590	HFX_0395	archemetzincin-like protein
CDS	375630	376079	HFX_0396	hypothetical protein
CDS	376111	376965	HFX_0397	HAD superfamily (subfamily IA) hydrolase
CDS	377005	377211	HFX_0398	hypothetical protein
CDS	377281	377949	HFX_0399	F420-dependent NADP reductase
CDS	378027	378329	HFX_0400	phosphoribosyl-ATP pyrophosphatase
CDS	378412	379020	HFX_0401	glutamine amidotransferase subunit PdxT
CDS	379093	379257	HFX_0402	preprotein translocase subunit SecG
CDS	379397	379663	HFX_0403	thioredoxin
CDS	379792	379938	HFX_0404	50S ribosomal protein L40e
CDS	379955	380356	HFX_0405	hypothetical protein
CDS	380358	380984	HFX_0406	hydroxyacylglutathione hydrolase
CDS	381125	381295	HFX_0407	hypothetical protein
CDS	381349	381930	HFX_0408	hypothetical protein
CDS	381955	382551	HFX_0409	uracil-DNA glycosylase-like protein / DNA polymerase bacteriophage-type
CDS	382589	383665	HFX_0410	"ABC-type phosphate/phosphonate/phosphite transport system, permease protein"
CDS	383662	384408	HFX_0411	"ABC-type phosphate/phosphonate/phosphite transport system, ATP-binding protein"
CDS	384470	385402	HFX_0412	"ABC-type phosphate/phosphonate/phosphite transport system, substrate-binding protein"
CDS	385589	386248	HFX_0413	imidazole glycerol phosphate synthase subunit HisH
CDS	386303	387109	HFX_0414	prephenate dehydratase
CDS	387226	387633	HFX_0415	hsp20-type chaperone
CDS	387748	388194	HFX_0416	hsp20-type chaperone
CDS	388401	391277	HFX_0417	leucyl-tRNA synthetase
CDS	391612	391830	HFX_0418	hypothetical protein
CDS	391871	392869	HFX_0419	ornithine cyclodeaminase
CDS	392987	393238	HFX_0420	hypothetical protein
CDS	393428	393853	HFX_0421	hypothetical protein
CDS	393965	395629	HFX_0422	"thermosome, beta subunit"
CDS	395815	396207	HFX_0423	hypothetical protein
CDS	396273	396443	HFX_0424	hypothetical protein
tRNA	396916	396996	HFX_0425	tRNA-Ser
CDS	397229	397615	HFX_0426	endoribonuclease L-PSP
CDS	397677	397883	HFX_0427	hypothetical protein
CDS	398003	399001	HFX_0428	cytochrome d ubiquinol oxidase subunit II
CDS	398994	400415	HFX_0429	cytochrome d ubiquinol oxidase subunit I
CDS	400612	401823	HFX_0430	threonine ammonia-lyase
CDS	402096	402254	HFX_0431	hypothetical protein
CDS	402353	403492	HFX_0432	citrate (si)-synthase
CDS	403880	405088	HFX_0433	potassium channel protein
CDS	405117	405407	HFX_0434	hypothetical protein
CDS	405508	406464	HFX_0435	hypothetical protein
CDS	406508	407611	HFX_0436	threonine synthase
CDS	408074	408277	HFX_0437	hypothetical protein
CDS	408302	409036	HFX_0438	protein-L-isoaspartate O-methyltransferase pimT1
CDS	409058	409996	HFX_0439	hypothetical protein
CDS	410061	410717	HFX_0440	hypothetical protein
CDS	411051	412133	HFX_0441	Pyrrolo-quinoline quinone
CDS	412250	413518	HFX_0442	serine/threonine protein kinase related protein
CDS	413546	414505	HFX_0443	"aminopeptidase (leucyl aminopeptidase, aminopeptidase T)"
CDS	414706	415773	HFX_0444	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating)
CDS	415879	416379	HFX_0445	hypothetical protein
CDS	416583	417782	HFX_0446	phosphoglycerate kinase
CDS	417858	418910	HFX_0447	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)
CDS	419160	419522	HFX_0448	hsp20 type chaperone
CDS	419543	420415	HFX_0449	ribosomal protein S6 modification protein
CDS	420541	421071	HFX_0450	50S ribosomal protein L10e
CDS	421222	422013	HFX_0452	hypothetical protein
CDS	422070	422240	HFX_0451	hypothetical protein
CDS	422283	422675	HFX_0453	"putative transcriptional regulator, ArsR family"
CDS	422675	422875	HFX_0454	hypothetical protein
CDS	422875	423033	HFX_0455	hypothetical protein
CDS	423140	423286	HFX_0456	hypothetical protein
CDS	423398	423859	HFX_0457	hypothetical protein
CDS	423914	424561	HFX_0458	transcription regulator bat-like protein
CDS	424656	425051	HFX_0459	"putative transcriptional regulator, ArsR family"
CDS	425213	425611	HFX_0460	hypothetical protein
tRNA	425859	425932	HFX_0461	tRNA-Phe
CDS	425982	426707	HFX_0462	putative membrane protein
CDS	426873	427067	HFX_0463	cold shock protein
CDS	427230	427424	HFX_0464	cold shock protein
CDS	427599	428975	HFX_0465	arylsulfatase
CDS	429109	430287	HFX_0466	hypothetical protein
CDS	431532	431888	HFX_0467	hypothetical protein
CDS	431901	432437	HFX_0468	signal peptidase I
CDS	432470	433132	HFX_0469	hypothetical protein
CDS	433479	435860	HFX_0470	subtilisin-like serine protease
CDS	436112	437989	HFX_0471	von Willebrand factor type A
CDS	438310	438507	HFX_0472	hypothetical protein
