type	geneStart	geneEnd	tag	description
CDS	271250	272401	HVO_A0267	D-galactonate dehydratase
CDS	272548	273888	HVO_A0268	class II aldolase (homolog to L-fuculose-phosphate aldolase)
CDS	274083	275774	HVO_A0269	glycerol-3-phosphate dehydrogenase subunit A
CDS	275764	277122	HVO_A0270	glycerol-3-phosphate dehydrogenase subunit B
CDS	277185	278621	HVO_A0271	glycerol-3-phosphate dehydrogenase subunit C
CDS	278689	279132	HVO_A0272	DUF336 family protein
CDS	279373	280086	HVO_A0273	ThuA family protein
CDS	280224	281027	HVO_A0274	"putative inositol-1(or 4)-monophosphatase / fructose-1,6-bisphosphatase, archaeal-type"
CDS	281180	282259	HVO_A0275	uncharacterized protein
CDS	282252	283844	HVO_A0276	FGGY family carbohydrate kinase
CDS	285239	285952	HVO_A0278	SfsA family DNA-binding protein
CDS	286325	287323	HVO_A0279	ISH18-type transposase ISHvo9
CDS	287605	287922	HVO_A0279A	transcription elongation factor TFS
CDS	288639	289421	HVO_A0280	IclR family transcription regulator
CDS	289927	291024	HVO_A0281	ABC-type transport system ATP-binding protein (probable substrate sugar)
CDS	291026	291826	HVO_A0282	creatininase
CDS	291900	293252	HVO_A0283	ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)
CDS	293262	294200	HVO_A0284	ABC-type transport system permease protein (probable substrate sugar)
CDS	294197	295042	HVO_A0285	ABC-type transport system permease protein (probable substrate sugar)
CDS	295087	296235	HVO_A0286	DUF187 family protein
CDS	296277	297443	HVO_A0287	homolog to mandelate racemase / homolog to muconate lactonizing enzyme
CDS	297495	298337	HVO_A0288	putative oxidoreductase (short-chain dehydrogenase family)
CDS	298349	298723	HVO_A0289	enamine/imine deaminase
CDS	298924	299592	HVO_A0290	"2-dehydro-3-deoxy-phosphogluconate aldolase, bacterial-type"
CDS	299913	300899	HVO_A0291	uncharacterized protein
CDS	301644	302996	HVO_A0292	transport protein (probable substrate cationic amino acids)
CDS	303472	304617	HVO_A0293	ABC-type transport system ATP-binding protein (probable substrate spermidine/putrescine)
CDS	304619	305785	HVO_A0294	ABC-type transport system ATP-binding protein (probable substrate spermidine/putrescine)
CDS	305947	307179	HVO_A0295	amidase (hydantoinase/carbamoylase family)
CDS	307182	308231	HVO_A0295A	luciferase family protein
CDS	308329	309084	HVO_A0296	putative oxidoreductase (short-chain dehydrogenase family)
CDS	309145	309996	HVO_A0297	ABC-type transport system permease protein (probable substrate spermidine/putrescine)
CDS	310066	310830	HVO_A0298	putative oxidoreductase (short-chain dehydrogenase family)
CDS	311015	312424	HVO_A0299	ABC-type transport system periplasmic substrate-binding protein (probable substrate spermidine/putrescine)
CDS	312482	313378	HVO_A0300	ABC-type transport system permease protein (probable substrate spermidine/putrescine)
CDS	313476	314375	HVO_A0301	polysaccharide deacetylase family protein
CDS	314482	315456	HVO_A0302	asparaginase/glutaminase family protein
CDS	315790	317169	HVO_A0303	putative allantoinase
CDS	317221	318993	HVO_A0304	homolog to thermosome
CDS	319083	320552	HVO_A0305	methylmalonate-semialdehyde dehydrogenase
CDS	320724	322061	HVO_A0306	pyridoxal phosphate-dependent aminotransferase
CDS	322110	322643	HVO_A0307	Lrp/AsnC family transcription regulator
CDS	322805	323104	HVO_A0308	uncharacterized protein
CDS	324116	324898	HVO_A0310	uncharacterized protein
CDS	324918	325835	HVO_A0311	putative halocin (homolog to halocin C8)
CDS	326055	326849	HVO_A0312	HTH domain protein
CDS	326858	327058	HVO_A0313	cro/C1 family transcription regulator
CDS	327064	327459	HVO_A0314	uncharacterized protein
CDS	327461	327691	HVO_A0315	uncharacterized protein
CDS	328146	329093	HVO_A0316	uncharacterized protein
CDS	329325	329672	HVO_A0317	ArsR family transcription regulator
CDS	329674	329997	HVO_A0318	uncharacterized protein
CDS	330005	330184	HVO_A0319	uncharacterized protein
CDS	330580	331347	HVO_A0320	uncharacterized protein
CDS	331609	332256	HVO_A0321	uncharacterized protein
CDS	332424	333305	HVO_A0322	ABC-type transport system permease protein
CDS	333302	334057	HVO_A0323	ABC-type transport system ATP-binding protein
CDS	334054	334635	HVO_A0324	uncharacterized protein
CDS	335491	335916	HVO_A0325	UPF0121 family protein
CDS	336439	338493	HVO_A0326	beta-D-galactosidase
CDS	338616	338729	HVO_A0327	uncharacterized protein
CDS	338726	339682	HVO_A0328	2-keto-3-deoxygalactonate kinase
CDS	339767	340414	HVO_A0329	"2-dehydro-3-deoxy-phosphogluconate aldolase, bacterial-type"
CDS	340496	341569	HVO_A0330	GFO family oxidoreductase
CDS	341689	342843	HVO_A0331	D-galactonate dehydratase
CDS	342911	343681	HVO_A0332	IclR family transcription regulator
CDS	344829	345425	HVO_A0333	SprT family protein
CDS	345455	345649	HVO_A0334	uncharacterized protein
CDS	346018	346707	HVO_A0335	DUF1028 family protein
CDS	346747	348900	HVO_A0336	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
CDS	348897	349796	HVO_A0337	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
CDS	349796	350755	HVO_A0338	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
CDS	350771	352444	HVO_A0339	ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)
CDS	352600	352719	HVO_A0340	uncharacterized protein
CDS	352857	354104	HVO_A0341	amidase (hydantoinase/carbamoylase family)
CDS	354529	355344	HVO_A0342	IclR family transcription regulator
CDS	355516	355647	HVO_A0343	uncharacterized protein
CDS	357800	359047	HVO_A0346	XerC/D-like integrase
CDS	361252	361443	HVO_A0348A	uncharacterized protein
CDS	361704	362870	HVO_A0349	ISH3-type transposase ISHvo22
CDS	363010	363651	HVO_A0350	uncharacterized protein
CDS	363651	364424	HVO_A0351	uncharacterized protein
CDS	365782	367134	HVO_A0355	ISH5-type transposase ISHvo11
CDS	368414	369298	HVO_A0357	uncharacterized protein
CDS	369295	370806	HVO_A0358	uncharacterized protein
CDS	371820	372134	HVO_A0360	uncharacterized protein
CDS	372421	373065	HVO_A0361	uncharacterized protein
CDS	373202	374380	HVO_A0362	PQQ repeat protein
CDS	374510	374917	HVO_A0363	uncharacterized protein
CDS	375384	376550	HVO_A0364	ISH3-type transposase ISHvo20
CDS	376718	377599	HVO_A0365	uncharacterized protein
CDS	377648	377890	HVO_A0366	uncharacterized protein
CDS	378291	379457	HVO_A0367	ISH3-type transposase ISH51
CDS	379569	379850	HVO_A0368	RelE family protein
CDS	379843	380139	HVO_A0369	CopG domain protein
CDS	380390	380524	HVO_A0370	uncharacterized protein
CDS	380521	381015	HVO_A0371	uncharacterized protein
CDS	381083	382783	HVO_A0372	beta-lactamase domain protein
CDS	383462	384358	HVO_A0374	uncharacterized protein
CDS	384558	385298	HVO_A0375	transcription initiation factor TFB
CDS	385336	386439	HVO_A0376	putative Xaa-Pro dipeptidase
CDS	386436	387218	HVO_A0377	hydantoin racemase
CDS	387218	388993	HVO_A0378	N-methylhydantoinase (ATP-hydrolyzing) B
CDS	388990	391035	HVO_A0379	N-methylhydantoinase (ATP-hydrolyzing) A
CDS	391212	392903	HVO_A0380	ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)
CDS	392914	393933	HVO_A0381	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
CDS	393941	394840	HVO_A0382	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
CDS	394840	395964	HVO_A0383	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
CDS	395961	397064	HVO_A0384	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
CDS	397167	399215	HVO_A0385	N-methylhydantoinase (ATP-hydrolyzing) A
CDS	399215	400966	HVO_A0386	N-methylhydantoinase (ATP-hydrolyzing) B
CDS	400963	401295	HVO_A0387	cupin 2 barrel domain protein
CDS	401311	401835	HVO_A0388	Lrp/AsnC family transcription regulator
CDS	402891	403319	HVO_A0391	uncharacterized protein
CDS	403385	403867	HVO_A0392	death-on-curing family protein
CDS	403870	404007	HVO_A0393	uncharacterized protein
CDS	404316	404828	HVO_A0394	HTH domain protein
CDS	404825	405277	HVO_A0395	uncharacterized protein
CDS	405280	406098	HVO_A0396	SWIM zinc finger domain protein
CDS	406144	406695	HVO_A0397	HTH domain protein
CDS	406832	407716	HVO_A0398	uncharacterized protein
CDS	407856	408044	HVO_A0399	uncharacterized protein
CDS	408146	408634	HVO_A0400	uncharacterized protein
CDS	408662	409822	HVO_A0401	Fido domain protein
CDS	409979	410224	HVO_A0402	uncharacterized protein
CDS	410435	411435	HVO_A0403	ISHwa16-type transposase ISHvo16
CDS	411516	411824	HVO_A0405	hypothetical protein
CDS	412031	413179	HVO_A0406	uncharacterized protein
CDS	415413	415613	HVO_A0408A	uncharacterized protein
CDS	415806	416705	HVO_A0409	uncharacterized protein
CDS	416930	418084	HVO_A0410	PQQ repeat protein
CDS	418386	418919	HVO_A0411	uncharacterized protein
CDS	419055	419171	HVO_A0412	uncharacterized protein
CDS	419256	419897	HVO_A0413	HTH-10 family transcription regulator
CDS	420078	420746	HVO_A0414	uncharacterized protein
CDS	420828	421511	HVO_A0415	cyclase family protein
CDS	421628	421912	HVO_A0416	PadR family transcription regulator
CDS	422330	422638	HVO_A0417	uncharacterized protein
CDS	422619	423086	HVO_A0418	HTH domain protein
CDS	423507	424196	HVO_A0419	HTH domain protein
CDS	424451	425617	HVO_A0420	ISH3-type transposase ISH51
CDS	426247	427413	HVO_A0423	ISH3-type transposase ISH51
CDS	427722	428465	HVO_A0424	HTH-10 family transcription regulator
CDS	428467	429507	HVO_A0425	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
CDS	429509	430522	HVO_A0426	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
CDS	430526	431455	HVO_A0426A	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
CDS	431457	432383	HVO_A0427	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
CDS	432411	434114	HVO_A0428	ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)
CDS	434234	435847	HVO_A0429	homolog to D-aminoacylase
CDS	435957	437012	HVO_A0429A	homolog to dipeptide epimerase
CDS	437009	438049	HVO_A0430	DUF1611 family protein
CDS	438155	438697	HVO_A0430A	uncharacterized protein
CDS	438848	440197	HVO_A0431	ISH5-type transposase ISHvo11
CDS	440280	441428	HVO_A0432	uncharacterized protein
CDS	441591	442757	HVO_A0433	ISH3-type transposase ISH51
CDS	442994	443446	HVO_A0434	uncharacterized protein
CDS	443575	444387	HVO_A0435	DUF2204 family protein
CDS	444384	445307	HVO_A0436	ArsR family transcription regulator
CDS	445533	445964	HVO_A0437	uncharacterized protein
CDS	445961	446530	HVO_A0438	uncharacterized protein
CDS	446937	447917	HVO_A0439	DUF2800 family protein
CDS	447953	449311	HVO_A0440	DUF790 family protein
CDS	449311	450711	HVO_A0441	DNA repair helicase Rad25
CDS	450828	451184	HVO_A0442	CcbP family protein
CDS	451482	451976	HVO_A0443	uncharacterized protein
CDS	451973	452332	HVO_A0444	uncharacterized protein
CDS	452692	453858	HVO_A0445	ISH3-type transposase ISHvo20
CDS	454026	454184	HVO_A0446	uncharacterized protein
CDS	454351	454881	HVO_A0447	peptidase S54 family protein
CDS	455158	456081	HVO_A0448	transcription initiation factor TFB
CDS	456445	457611	HVO_A0449	ISH3-type transposase ISH51
CDS	458433	460358	HVO_A0451	transport protein (probable substrate arsenite/antimonite)
CDS	460367	461248	HVO_A0452	uspA domain protein
CDS	461417	462301	HVO_A0453	uncharacterized protein
CDS	462443	462631	HVO_A0454	uncharacterized protein
CDS	462732	463064	HVO_A0455	uncharacterized protein
CDS	463131	464429	HVO_A0456	ISH8-type transposase ISHvo12
CDS	464557	464709	HVO_A0457A	small CPxCG-related zinc finger protein
CDS	465053	465928	HVO_A0458	ParA domain protein
CDS	465925	466335	HVO_A0459	uncharacterized protein
CDS	467011	467805	HVO_A0460	ABC-type transport system permease protein (probable substrate phosphate/phosphonate)
CDS	467805	468605	HVO_A0461	ABC-type transport system permease protein (probable substrate phosphate/phosphonate)
CDS	468651	469187	HVO_A0462	uncharacterized protein
CDS	469311	469961	HVO_A0463	"ribonuclease H, type 1"
CDS	470261	471094	HVO_A0464	uncharacterized protein
CDS	471182	471814	HVO_A0465	TetR family transcription regulator
CDS	472030	473682	HVO_A0466	uncharacterized protein
CDS	473682	476165	HVO_A0467	RND superfamily permease
CDS	476319	476540	HVO_A0468	uncharacterized protein
CDS	476751	477503	HVO_A0469	pirin domain protein
CDS	477582	478544	HVO_A0470	glyoxalase domain protein
CDS	478544	479248	HVO_A0471	alpha/beta hydrolase fold protein
