type	geneStart	geneEnd	tag	description
CDS	124992	125534	HVO_0134	KH domain protein
CDS	125628	126500	HVO_0135	RIO-type serine/threonine protein kinase Rio1
CDS	126602	126892	HVO_0136	translation initiation factor aIF-1A
CDS	126998	127177	HVO_0136A	uncharacterized protein
CDS	127203	128030	HVO_0137	alpha/beta hydrolase fold protein
CDS	128123	129109	HVO_0138	tyrosine--tRNA ligase
CDS	129199	129504	HVO_0139	uncharacterized protein
CDS	129520	131589	HVO_0140	DUF460 domain protein
CDS	131762	132754	HVO_0141	stomatin family protein
CDS	132763	133107	HVO_0142	uncharacterized protein
CDS	133150	134028	HVO_0143	PhzF family protein
CDS	134083	135036	HVO_0144	ribonuclease Z
CDS	135168	136193	HVO_0145	replication factor C small subunit
CDS	136193	136798	HVO_0146	putative archaetidylserine decarboxylase
CDS	137039	137458	HVO_0147	urease beta subunit
CDS	137455	139161	HVO_0148	urease alpha subunit
CDS	139158	139553	HVO_0149	urease gamma subunit
CDS	139550	140173	HVO_0150	urease accessory protein UreG
CDS	140173	141072	HVO_0151	urease accessory protein UreD
CDS	141072	141731	HVO_0152	urease accessory protein UreE
CDS	141728	142417	HVO_0153	urease accessory protein UreF
CDS	142507	142956	HVO_0154	uncharacterized protein
CDS	142995	143201	HVO_0155	uncharacterized protein
CDS	143303	144268	HVO_0156	"tRNA (guanine(10),N(2))-dimethyltransferase"
CDS	144416	144727	HVO_0157	uncharacterized protein
CDS	144786	145355	HVO_0158	TATA-binding transcription initiation factor
CDS	145435	145812	HVO_0159	uncharacterized protein
CDS	145858	146799	HVO_0160	Abi/CAAX family protein
CDS	146821	147666	HVO_0161	ATP phosphoribosyltransferase
CDS	147744	148844	HVO_0162	peptidase M48 family protein
CDS	148866	149378	HVO_0163	ArsR family transcription regulator
CDS	149375	149722	HVO_0164	uncharacterized protein
CDS	149886	151178	HVO_0165	5-methylthioadenosine/S-adenosylhomocysteine deaminase
CDS	151249	151560	HVO_0166	HTH domain protein
CDS	151659	152945	HVO_0167	adenosylhomocysteinase
CDS	153018	153350	HVO_0168	small multidrug export protein
CDS	153402	154259	HVO_0169	TrmB family transcription regulator
CDS	154332	154754	HVO_0170	Holliday junction resolvase Hjc
CDS	154782	155471	HVO_0171	SWIM zinc finger domain protein
CDS	155649	155852	HVO_0172	uncharacterized protein
CDS	155952	157052	HVO_0173	DNA primase large subunit
CDS	157202	157795	HVO_0174	uncharacterized protein
CDS	157928	158671	HVO_0175	DNA polymerase sliding clamp
CDS	158945	159406	HVO_0177	arsenate reductase (glutaredoxin)
CDS	159403	161649	HVO_0176	transport protein (probable substrate cationic amino acids)
CDS	161646	161891	HVO_0178	uncharacterized protein
CDS	162031	162816	HVO_0179	Lrp/AsnC family transcription regulator / TrkA domain protein
CDS	162982	163761	HVO_0180	23S rRNA (uridine-2'-O-) methyltransferase
CDS	163911	164312	HVO_0181	uncharacterized protein
CDS	164385	164561	HVO_0182	uncharacterized protein
CDS	164618	165337	HVO_0183	DUF165 family protein
CDS	165330	165506	HVO_0184	CopG domain protein
CDS	165626	167782	HVO_0185	Sec-independent protein translocase subunit TatCt
CDS	167913	169238	HVO_0186	Sec-independent protein translocase subunit TatCo
CDS	169351	169671	HVO_0187	uncharacterized protein
CDS	169702	170184	HVO_0188	START domain protein
CDS	170259	170897	HVO_0189	CobC/GpmA family phosphatase
CDS	170943	171839	HVO_0190	TIGR00268 family protein
CDS	172017	174011	HVO_0191	DNA mismatch repair protein MutS
CDS	174066	174335	HVO_0193	uncharacterized protein
CDS	174329	174736	HVO_0192	uncharacterized protein
CDS	174892	176016	HVO_0194	Orc1-type DNA replication protein
CDS	176077	176769	HVO_0195	ribose-5-phosphate isomerase
CDS	176934	177101	HVO_0196	uncharacterized protein
CDS	177286	178047	HVO_0197	PurE family protein
CDS	178195	178344	HVO_0197A	small CPxCG-related zinc finger protein
CDS	178439	178678	HVO_0198	UPF0213 family protein
CDS	178741	180114	HVO_0199	phosphohexomutase (phosphoglucomutase / phosphomannomutase)
CDS	180124	180504	HVO_0200	uncharacterized protein
CDS	180588	180998	HVO_0201	GNAT family acetyltransferase
CDS	181007	181207	HVO_0202	ubiquitin-like modifier protein SAMP2
CDS	181313	182296	HVO_0203	replication factor C small subunit
CDS	182364	184730	HVO_0204	sensor box histidine kinase
CDS	184851	185336	HVO_0205	TspO family protein
CDS	185459	188227	HVO_0206	alanine--tRNA ligase
CDS	188332	189108	HVO_0207	alpha/beta hydrolase fold protein
CDS	189223	189936	HVO_0208	glutamine amidotransferase (homolog to GMP synthase subunit A)
CDS	190112	191275	HVO_0209	glutaryl-CoA dehydrogenase
CDS	191384	191674	HVO_0210	uncharacterized protein
CDS	191877	192200	HVO_0211	"ferredoxin (3Fe-4S)(4Fe-4S), zinc-containing"
CDS	192245	192619	HVO_0212	glyoxalase domain protein
CDS	192742	193194	HVO_0213	ferritin / Dps domain protein
CDS	193386	194348	HVO_0214	L-lactate dehydrogenase
CDS	194367	196481	HVO_0215	iron-sulfur protein (4Fe-4S)
CDS	196563	197267	HVO_0216	ABC-type transport system permease protein (probable substrate biotin)
CDS	197261	197962	HVO_0217	ABC-type transport system ATP-binding protein (probable substrate biotin)
CDS	197963	198541	HVO_0218	biotin transport protein BioY
CDS	198709	199314	HVO_0219	conditioned medium-induced protein 4
CDS	199368	201476	HVO_0220	ATP-dependent DNA helicase MCM
CDS	201577	201879	HVO_0221	uncharacterized protein
CDS	202030	202368	HVO_0222	uncharacterized protein
CDS	202365	203306	HVO_0223	uncharacterized protein
CDS	203358	204212	HVO_0224	uncharacterized protein
CDS	204209	204871	HVO_0225	MinD/ParA domain protein
CDS	204965	205831	HVO_0226	transcription initiation factor TFB
CDS	205994	206515	HVO_0227	uncharacterized protein
CDS	206630	207373	HVO_0228	ParA domain protein
CDS	207442	208257	HVO_0229	uncharacterized protein
CDS	208346	208762	HVO_0230	histidine triad family protein (homolog to bis(5'-nucleosyl)-tetraphosphatase)
CDS	209051	209686	HVO_0231	uracil-DNA glycosylase
CDS	209687	209917	HVO_0232	uncharacterized protein
CDS	209972	210823	HVO_0233	ribose-phosphate pyrophosphokinase
CDS	210884	211711	HVO_0234	uncharacterized protein
CDS	211808	212152	HVO_0235	SWIM zinc finger domain protein
CDS	212299	213429	HVO_0236	tRNA (guanine(26)-N(2))-dimethyltransferase
CDS	213507	214844	HVO_0237	UPF0761 family protein
CDS	214846	215811	HVO_0238	putative PAP2-type phosphatase
CDS	215944	217314	HVO_0239	glutamine synthetase
CDS	217441	217899	HVO_0240	Lrp/AsnC family transcription regulator
CDS	217905	218057	HVO_0241	small CPxCG-related zinc finger protein
CDS	218337	219419	HVO_0242	aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T)
CDS	219536	220561	HVO_0243	threonine aldolase
CDS	220622	221566	HVO_0244	transport protein (probable substrate zinc/cadmium/cobalt)
CDS	221699	222217	HVO_0245	MJ0936 family phosphodiesterase
CDS	222424	223386	HVO_0246	ArsR family transcription regulator
CDS	223483	223650	HVO_0247	uncharacterized protein
CDS	223693	224892	HVO_0248	transport protein (probable substrate phosphate/sulfate)
CDS	224889	225164	HVO_0249	uncharacterized protein
CDS	225232	226647	HVO_0250	DUF21/CBS domain protein
CDS	226809	227072	HVO_0251	glutaredoxin
CDS	227072	227578	HVO_0252	homolog to peroxiredoxin
CDS	227672	228271	HVO_0253	threonylcarbamoyl-AMP synthase YrdC
CDS	228343	229032	HVO_0254	uncharacterized protein
CDS	229170	230783	HVO_0255	polyamine aminopropyltransferase
CDS	230787	231071	HVO_0256	uncharacterized protein
CDS	231140	231331	HVO_0257	uncharacterized protein
CDS	231538	232569	HVO_0258	XerC/D-like integrase
CDS	232566	232742	HVO_0259	uncharacterized protein
CDS	233026	233268	HVO_0259A	uncharacterized protein
CDS	233415	233702	HVO_0260	homolog to phage PhiH1 repressor protein
CDS	233714	234040	HVO_0261	homolog to phage PhiH1 repressor protein
CDS	234085	234963	HVO_0262	uncharacterized protein
CDS	235110	236276	HVO_0263	ISH3-type transposase ISH51
CDS	236333	236932	HVO_0264	uncharacterized protein
CDS	236934	237194	HVO_0264A	uncharacterized protein
CDS	237481	237741	HVO_0265	uncharacterized protein
CDS	237743	237988	HVO_0266	UPF0395 family protein
CDS	237992	238198	HVO_0267	uncharacterized protein
CDS	238338	238736	HVO_0268	homolog to virus structural protein HGPV1-VP2
CDS	238733	238948	HVO_0269	homolog to virus structural protein HGPV1-VP3
CDS	238945	239475	HVO_0270	uncharacterized protein
CDS	239482	241095	HVO_0271	homolog to virus structural protein HRPV1-VP4
CDS	241129	241704	HVO_0272	homolog to HGPV1-ORF5
CDS	241698	242492	HVO_0273	homolog to HGPV1-ORF6
CDS	242489	243640	HVO_0274	homolog to virus protein HRPV1-VP8
CDS	243876	245228	HVO_0275	ISH5-type transposase ISHvo11
CDS	245331	246683	HVO_0276	ISH5-type transposase ISHvo11
CDS	246714	247094	HVO_0276A	homolog to HGPV1-ORF9
CDS	247254	247859	HVO_0277	uncharacterized protein
CDS	248186	249184	HVO_0278	ISH18-type transposase ISHvo9
CDS	249749	251479	HVO_0279	homolog to HGPV1-ORF14
CDS	251603	251728	HVO_0280	uncharacterized protein
CDS	251728	251961	HVO_0280A	small CPxCG-related zinc finger protein
tRNA	252026	252098	HVO_3017	tRNA-Pro
CDS	252148	254004	HVO_0282	transport protein (probable substrate arsenite/antimonite)
CDS	254076	256130	HVO_0283	archaea-specific helicase AshA
CDS	256281	256670	HVO_0284	cupin 2 barrel domain protein
CDS	256758	257930	HVO_0285	M50 family metalloprotease
CDS	257951	258775	HVO_0286	CinA N-terminal domain protein
CDS	258948	259067	HVO_0287	uncharacterized protein
CDS	259521	259982	HVO_0289	uncharacterized protein
CDS	260022	260435	HVO_0290	CopG domain protein
CDS	260600	261190	HVO_0291	rpa-associated protein
CDS	261191	262126	HVO_0292	replication protein A
CDS	262298	262579	HVO_0293	uncharacterized protein
CDS	262634	263638	HVO_0294	mannose-1-phosphate guanylyltransferase
CDS	263680	264327	HVO_0295	uncharacterized protein
CDS	264341	265126	HVO_0296	putative oxidoreductase (short-chain dehydrogenase family)
CDS	265238	265732	HVO_0297	Tfx-type DNA-binding protein
CDS	265809	266291	HVO_0298	TRAM domain protein
CDS	266382	267068	HVO_0299	uncharacterized protein
CDS	267117	268112	HVO_0300	uncharacterized protein
CDS	268220	270109	HVO_0301	receiver/sensor box histidine kinase
CDS	270240	271373	HVO_0302	DUF373 family protein
CDS	271412	272254	HVO_0303	bifunctional short chain isoprenyl diphosphate synthase
CDS	272558	273511	HVO_0304	electron transfer flavoprotein alpha subunit
CDS	273508	274305	HVO_0305	electron transfer flavoprotein beta subunit
CDS	274375	275553	HVO_0306	uncharacterized protein
CDS	275700	277091	HVO_0307	uncharacterized protein
CDS	277131	277613	HVO_0308	DUF1628 domain protein
CDS	277680	278303	HVO_0309	putative demethylmenaquinone methyltransferase
CDS	278458	278790	HVO_0310	A-type ATP synthase subunit H
CDS	278777	280978	HVO_0311	A-type ATP synthase subunit I
CDS	281153	281410	HVO_0312	A-type ATP synthase subunit K
CDS	281432	282016	HVO_0313	A-type ATP synthase subunit E
CDS	282013	283059	HVO_0314	A-type ATP synthase subunit C
CDS	283056	283376	HVO_0315	A-type ATP synthase subunit F
CDS	283383	285143	HVO_0316	A-type ATP synthase subunit A
CDS	285148	286554	HVO_0317	A-type ATP synthase subunit B
CDS	286684	288660	HVO_0318	receiver/sensor/bat box HTH-10 family transcription regulator
CDS	288859	289566	HVO_0319	A-type ATP synthase subunit D
CDS	289648	290031	HVO_0320	uncharacterized protein
CDS	290089	291333	HVO_0321	peptide chain release factor aRF-1
CDS	291490	293214	HVO_0322	MinD/ParA domain protein
CDS	293254	293391	HVO_0323	uncharacterized protein
CDS	293437	295200	HVO_0324	arginine--tRNA ligase
CDS	295413	295565	HVO_0325	small CPxCG-related zinc finger protein
CDS	296025	296738	HVO_0326	"riboflavin kinase, CTP-dependent"
CDS	296735	297424	HVO_0327	"3,4-dihydroxy-2-butanone 4-phosphate synthase"
CDS	297455	298345	HVO_0328	GalE family epimerase/dehydratase
CDS	298435	299373	HVO_0329	branched-chain amino acid aminotransferase
CDS	299452	300096	HVO_0330	DUF502 family protein
CDS	300176	301015	HVO_0331	proline dehydrogenase
CDS	301142	301684	HVO_0332	"CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase"
CDS	301751	302281	HVO_0333	orotate phosphoribosyltransferase
CDS	302356	303069	HVO_0334	"purine phosphoribosyltransferase (adenine phosphoribosyltransferase, xanthine-guanine phosphoribosyltransferase)"
CDS	303256	304668	HVO_0335	xanthine/uracil permease family transport protein
CDS	304921	306147	HVO_0336	uncharacterized protein
CDS	306250	306504	HVO_0337	glutaredoxin
CDS	306563	307537	HVO_0338	cro/C1 family transcription regulator
CDS	307680	308948	HVO_0339	tRNA(Ile2) 2-agmatinylcytidine synthetase TiaS
CDS	308973	309416	HVO_0340	uncharacterized protein
CDS	309492	310541	HVO_0341	DUF87 domain protein
CDS	310562	310897	HVO_0342	putative fluoride ion transport protein CrcB
CDS	310894	311250	HVO_0343	putative fluoride ion transport protein CrcB
tRNA	311653	311725	HVO_3018	tRNA-Asp
tRNA	311755	311827	HVO_3019	tRNA-Asp
CDS	312095	312322	HVO_0346	DNA-directed RNA polymerase subunit H
CDS	312319	313884	HVO_0347	DNA-directed RNA polymerase subunit B''
CDS	313886	315715	HVO_0348	DNA-directed RNA polymerase subunit B'
CDS	315722	318652	HVO_0349	DNA-directed RNA polymerase subunit A'
CDS	318645	319904	HVO_0350	DNA-directed RNA polymerase subunit A''
CDS	319907	320326	HVO_0351	transcription elongation factor NusA
CDS	320381	321157	HVO_0352	mechanosensitive channel protein MscS
CDS	321385	321813	HVO_0353	30S ribosomal protein S12
CDS	321816	322430	HVO_0354	30S ribosomal protein S7
CDS	322539	323294	HVO_0355	uncharacterized protein
CDS	323485	325668	HVO_0356	translation elongation factor aEF-2
CDS	325966	326535	HVO_0357	ACT domain protein
CDS	326532	327485	HVO_0358	homoserine dehydrogenase
CDS	327676	328941	HVO_0359	translation elongation factor aEF-1 alpha subunit
CDS	328944	329252	HVO_0360	30S ribosomal protein S10a
tRNA	329507	329581	HVO_3020	tRNA-Ala
CDS	329856	330458	HVO_0362	uncharacterized protein
CDS	330643	331095	HVO_0364	uncharacterized protein
CDS	331092	331232	HVO_0363	uncharacterized protein
CDS	331222	331422	HVO_0365	uncharacterized protein
CDS	331415	331801	HVO_0366	uncharacterized protein
CDS	331803	332225	HVO_0367	uncharacterized protein
CDS	332222	332788	HVO_0368	uncharacterized protein
CDS	332788	332943	HVO_0369	uncharacterized protein
CDS	332943	333431	HVO_0370	uncharacterized protein
CDS	333431	333871	HVO_0371	uncharacterized protein
CDS	333882	334388	HVO_0372	uncharacterized protein
CDS	334392	334589	HVO_0373	uncharacterized protein
CDS	334719	334901	HVO_0374	uncharacterized protein
CDS	334898	335359	HVO_0375	small CPxCG-related zinc finger protein
CDS	335352	335792	HVO_0376	uncharacterized protein
CDS	335789	336409	HVO_0377	uncharacterized protein
CDS	336406	336630	HVO_0378	uncharacterized protein
CDS	337199	337783	HVO_0379	integrase family protein
CDS	338106	338621	HVO_0379A	uncharacterized protein
CDS	338611	339210	HVO_0379B	uncharacterized protein
CDS	339578	339793	HVO_0380	uncharacterized protein
CDS	339904	340089	HVO_0381	CopG domain protein
CDS	340199	340432	HVO_0382	uncharacterized protein
CDS	340429	340620	HVO_0383	HTH domain protein
CDS	340617	340787	HVO_0384	uncharacterized protein
CDS	340784	341785	HVO_0385	XerC/D-like integrase
CDS	342265	342510	HVO_0385A	uncharacterized protein
CDS	342850	343224	HVO_0386	uncharacterized protein
CDS	343321	343560	HVO_0387	uncharacterized protein
CDS	343699	345018	HVO_0388	homolog to ribonuclease R
CDS	345139	345441	HVO_0389	small CPxCG-related zinc finger protein
CDS	345603	346082	HVO_0390	PUA domain protein
CDS	346125	346805	HVO_0391	DUF1028 family protein
CDS	347026	347382	HVO_0392	putative SepF protein
CDS	347502	350453	HVO_0393	UvrABC system protein A
CDS	350591	351007	HVO_0394	uncharacterized protein
CDS	351178	352194	HVO_0395	WD40/YVTN domain protein
CDS	352270	353352	HVO_0396	FAD-dependent oxidoreductase (homolog to geranylgeranyl reductase)
CDS	353383	354480	HVO_0397	homolog to glycine cleavage system protein T
CDS	354646	354945	HVO_0398	uncharacterized protein
CDS	355050	356090	HVO_0399	uncharacterized protein
CDS	356161	356541	HVO_0400	uncharacterized protein
CDS	356734	357192	HVO_0401	UspA domain protein
CDS	357270	357947	HVO_0402	DUF124 family protein
CDS	358032	359000	HVO_0403	glucokinase
CDS	359447	361420	HVO_0405	NifU C-terminal domain protein
CDS	361646	363052	HVO_0406	RNA-binding protein AU-1
CDS	363049	363423	HVO_0407	uncharacterized protein
CDS	363561	364598	HVO_0408	PrsW family protein
CDS	364649	365260	HVO_0409	riboflavin synthase
CDS	365957	366595	HVO_0411	arsenite transport protein C-terminal domain protein
CDS	366592	367695	HVO_0412	arsenite transport protein N-terminal domain protein
CDS	367843	368085	HVO_0413	uncharacterized protein
CDS	368086	369234	HVO_0414	peptidase M24 family protein
CDS	369241	371091	HVO_0415	repair helicase UvrD
CDS	371250	371426	HVO_0416	small CPxCG-related zinc finger protein
CDS	371518	373026	HVO_0417	metal-dependent carboxypeptidase
CDS	373221	374717	HVO_0418	homolog to haloviral protein
CDS	374824	375918	HVO_0419	peptidase M20 family protein (homolog to succinyl-diaminopimelate desuccinylase)
CDS	376085	377716	HVO_0420	transducer protein MpcT
CDS	377834	379714	HVO_0421	arNOG04375 family protein (homolog to PilT-type ATPase)
CDS	379829	380122	HVO_0422	NP_1176A family transcription regulator
CDS	380247	380561	HVO_0423	uncharacterized protein
CDS	380564	382378	HVO_0424	ABC-type transport system ATP-binding protein
CDS	382515	383456	HVO_0425	"glyoxalase domain protein (homolog to catechol-2,3-dioxygenase)"
CDS	383511	383993	HVO_0426	UPF0098 family protein
CDS	384018	385076	HVO_0427	RNA 3'-terminal phosphate cyclase
CDS	385077	385526	HVO_0428	UspA domain protein
CDS	385608	386129	HVO_0429	archaemetzincin
CDS	386169	386621	HVO_0430	UPF0146 family protein
CDS	386653	387507	HVO_0431	HAD superfamily hydrolase
CDS	387557	387772	HVO_0432	uncharacterized protein
CDS	387864	388532	HVO_0433	F420H2:NADP oxidoreductase
CDS	388563	389816	HVO_0434	major facilitator superfamily transport protein
CDS	390051	390353	HVO_0435	phosphoribosyl-ATP pyrophosphatase
CDS	390432	391040	HVO_0436	pyridoxal 5'-phosphate synthase subunit PdxT
CDS	391096	391260	HVO_0437	protein translocase subunit SecG
CDS	391499	391768	HVO_0438	thioredoxin
CDS	391882	392028	HVO_0439	50S ribosomal protein L40e
CDS	392044	392424	HVO_0440	uncharacterized protein
CDS	392426	393052	HVO_0441	beta-lactamase domain protein
CDS	393182	393352	HVO_0442	uncharacterized protein
CDS	393349	393960	HVO_0443	UPF0215 family protein
CDS	393985	394581	HVO_0444	uracil-DNA glycosylase
CDS	394719	395684	HVO_0445	ABC-type transport system permease protein (probable substrate phosphate/phosphonate)
CDS	395674	396477	HVO_0446	ABC-type transport system ATP-binding protein (probable substrate phosphate/phosphonate)
CDS	396573	397619	HVO_0447	ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate/phosphonate)
