type	geneStart	geneEnd	tag	description
CDS	243635	244597	HVO_B0209	UbiA prenyltransferase family protein
CDS	244643	245518	HVO_B0210	YfiH family protein
CDS	245522	246328	HVO_B0211	TatD domain protein
CDS	246483	246692	HVO_B0212	small CPxCG-related zinc finger protein
CDS	246774	247970	HVO_B0213	myo-inositol-1-phosphate synthase
CDS	247967	249367	HVO_B0214	E-NPP family protein
CDS	249488	254698	HVO_B0215	uncharacterized protein
CDS	255149	256360	HVO_B0216	UPF0261 family protein
CDS	256568	257998	HVO_B0217	ABC-type transport system periplasmic substrate-binding protein (probable substrate branched-chain amino acids)
CDS	258281	259222	HVO_B0218	ABC-type transport system permease protein (probable substrate branched-chain amino acids)
CDS	259219	260373	HVO_B0219	ABC-type transport system permease protein (probable substrate branched-chain amino acids)
CDS	260373	261131	HVO_B0220	ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)
CDS	261128	261871	HVO_B0221	ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)
CDS	262061	263320	HVO_B0222	PQQ repeat protein
CDS	263384	264217	HVO_B0223	uncharacterized protein
CDS	264338	264748	HVO_B0224	cupin 2 barrel domain protein
CDS	265034	265237	HVO_B0225	uncharacterized protein
CDS	265677	266630	HVO_B0226	auxin permease family transport protein
CDS	268117	269256	HVO_B0227	ABC-type transport system ATP-binding protein (probable substrate sugar)
CDS	269467	270846	HVO_B0228	ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)
CDS	270853	271785	HVO_B0229	ABC-type transport system permease protein (probable substrate sugar)
CDS	271778	272653	HVO_B0230	ABC-type transport system permease protein (probable substrate sugar)
CDS	272650	273369	HVO_B0231	uncharacterized protein
CDS	273372	274706	HVO_B0232	neuraminidase family protein
CDS	274785	276320	HVO_B0233	alpha-L-arabinofuranosidase
CDS	276941	278107	HVO_B0234	ISH3-type transposase ISH51
CDS	278878	278985	HVO_B0234A	small CPxCG-related zinc finger protein
CDS	279171	279377	HVO_B0234B	uncharacterized protein
CDS	279990	283325	HVO_B0235	putative anaerobic dehydrogenase alpha subunit
CDS	283322	284839	HVO_B0236	homolog to NADH dehydrogenase 51K subunit
CDS	285035	285307	HVO_B0237	uncharacterized protein
CDS	285425	285805	HVO_B0238	enamine/imine deaminase
CDS	286195	287358	HVO_B0239	formaldehyde dehydrogenase
CDS	287439	287603	HVO_B0240	uncharacterized protein
CDS	287729	288964	HVO_B0241	IS1341-type transposase ISHvo18
CDS	288961	289350	HVO_B0242	IS200-type transposase ISHvo18
CDS	289493	290614	HVO_B0243	CobW domain protein
CDS	290894	292654	HVO_B0244	aldehyde ferredoxin oxidoreductase
CDS	293433	294044	HVO_B0245	molybdenum cofactor guanylyltransferase
CDS	295154	295918	HVO_B0248	putative oxidoreductase (short-chain dehydrogenase family)
CDS	297471	297926	HVO_B0250	beta-D-glucosidase
CDS	298058	299281	HVO_B0251	major facilitator superfamily transport protein
CDS	300103	300216	HVO_B0252	uncharacterized protein
CDS	300525	301328	HVO_B0253	"putative inositol-1(or 4)-monophosphatase / fructose-1,6-bisphosphatase, archaeal-type"
CDS	302018	302815	HVO_B0255	IclR family transcription regulator
CDS	302870	304537	HVO_B0256	aldehyde ferredoxin oxidoreductase
CDS	304696	306075	HVO_B0257	pyridoxal phosphate-dependent aminotransferase
CDS	306094	306480	HVO_B0258	enamine/imine deaminase
CDS	306556	307209	HVO_B0259	uncharacterized protein
CDS	307669	309303	HVO_B0260	compatible solute transport protein (probable substrate choline/glycine betaine)
CDS	309476	310840	HVO_B0261	pyridoxal phosphate-dependent aminotransferase
CDS	310915	312210	HVO_B0262	threonine ammonia-lyase
CDS	312207	313517	HVO_B0263	M20 family amidohydrolase (homolog to indole-3-acetyl-aspartate hydrolase)
CDS	313647	314615	HVO_B0264	putative D-2-hydroxyacid dehydrogenase
CDS	314622	317768	HVO_B0265	FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)
CDS	317826	319133	HVO_B0266	glutamate dehydrogenase (NAD)
CDS	319160	320338	HVO_B0267	peptidase M24 family protein (homolog to ectoine hydrolase)
CDS	320684	321706	HVO_B0268	monooxygenase (homolog to alkanesulfonate monooxygenase)
CDS	321772	322128	HVO_B0269	uncharacterized protein
CDS	322163	323644	HVO_B0270	uncharacterized protein
CDS	324636	325424	HVO_B0272	receiver box HTH-10 family transcription regulator
CDS	325629	327335	HVO_B0273	sensor box histidine kinase
CDS	327393	327758	HVO_B0274	uncharacterized protein
CDS	327755	328153	HVO_B0275	uncharacterized protein
CDS	328409	329380	HVO_B0276	DMT superfamily transport protein
CDS	329580	330368	HVO_B0277	HTH domain protein
CDS	330468	330629	HVO_B0278	uncharacterized protein
CDS	330697	331314	HVO_B0279	putative S-adenosylmethionine-dependent methyltransferase
CDS	331659	331859	HVO_B0280	uncharacterized protein
CDS	331999	332268	HVO_B0281	uncharacterized protein
CDS	332280	333530	HVO_B0282	HTH domain protein
CDS	333644	334417	HVO_B0283	HTH-10 family transcription regulator
CDS	334517	334819	HVO_B0284	"translation initiation factor aIF-1 (SUI1 protein, bacterial-type IF3)"
CDS	334990	336024	HVO_B0285	transcription initiation factor TFB
CDS	336166	336606	HVO_B0286	uncharacterized protein
CDS	336700	337218	HVO_B0287	TRAM domain protein
CDS	337368	337565	HVO_B0288	uncharacterized protein
CDS	337707	338765	HVO_B0289	biotin synthase
CDS	338888	339652	HVO_B0290	"putative inositol-1(or 4)-monophosphatase / fructose-1,6-bisphosphatase, archaeal-type"
CDS	339767	340444	HVO_B0291	glycerophosphodiester phosphodiesterase
CDS	340588	342057	HVO_B0292	ABC-type transport system periplasmic substrate-binding protein (probable substrate glycerol-3-phosphate)
CDS	342080	342973	HVO_B0293	ABC-type transport system permease protein (probable substrate glycerol-3-phosphate)
CDS	342978	343844	HVO_B0294	ABC-type transport system permease protein (probable substrate glycerol-3-phosphate)
CDS	343855	344988	HVO_B0295	ABC-type transport system ATP-binding protein (probable substrate glycerol-3-phosphate)
CDS	345036	345437	HVO_B0296	uncharacterized protein
CDS	345549	345725	HVO_B0297	uncharacterized protein
CDS	346327	346677	HVO_B0299	5-hydroxyisourate hydrolase
CDS	346679	347605	HVO_B0300	uricase
CDS	347763	348269	HVO_B0301	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
CDS	348353	349732	HVO_B0302	putative allantoinase
CDS	349819	351243	HVO_B0303	xanthine/uracil permease family transport protein
CDS	351407	351538	HVO_B0304	uncharacterized protein
CDS	351603	352019	HVO_B0305	uncharacterized protein
CDS	352046	353365	HVO_B0306	amidase (hydantoinase/carbamoylase family)
CDS	353411	353542	HVO_B0307	uncharacterized protein
CDS	354247	354765	HVO_B0308	molybdopterin-containing oxidoreductase small subunit
CDS	354767	357130	HVO_B0309	molybdopterin-containing oxidoreductase large subunit
CDS	357127	357996	HVO_B0310	molybdopterin-containing oxidoreductase medium subunit
CDS	358112	359077	HVO_B0311	hypothetical protein
CDS	359107	359250	HVO_B0312	uncharacterized protein
CDS	359247	359831	HVO_B0313	molybdenum cofactor nucleotidyltransferase domain protein
CDS	360154	361143	HVO_B0314	ABC-type transport system permease protein (substrate glucose)
CDS	361140	362282	HVO_B0315	ABC-type transport system permease protein (substrate glucose)
CDS	362279	363931	HVO_B0316	ABC-type transport system ATP-binding protein (substrate glucose)
CDS	364128	365807	HVO_B0317	adenine deaminase
CDS	365977	367152	HVO_B0318	ABC-type transport system periplasmic substrate-binding protein (substrate glucose)
CDS	367486	368280	HVO_B0319	IclR family transcription regulator
CDS	368668	369435	HVO_B0320	IclR family transcription regulator
CDS	369539	370645	HVO_B0321	GFO family oxidoreductase
CDS	370745	372844	HVO_B0322	pectate lyase domain protein
CDS	373220	374368	HVO_B0323	oxidoreductase domain protein
CDS	374420	375769	HVO_B0324	uncharacterized protein
CDS	375818	377467	HVO_B0325	glycoside hydrolase family protein
CDS	377474	378460	HVO_B0326	uncharacterized protein
CDS	378951	379193	HVO_B0327	uncharacterized protein
CDS	379348	381444	HVO_B0328	ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)
CDS	381652	383778	HVO_B0329	ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)
CDS	384012	384203	HVO_B0330	uncharacterized protein
CDS	384446	385507	HVO_B0331	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
CDS	385504	386619	HVO_B0332	ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)
CDS	386757	387875	HVO_B0333	GFO family oxidoreductase
CDS	387954	388988	HVO_B0334	GFO family oxidoreductase
CDS	389121	390365	HVO_B0335	major facilitator superfamily transport protein
CDS	390456	390767	HVO_B0336	putative hydrolase C-terminus
CDS	391344	391652	HVO_B0337	SAF domain protein
CDS	391649	392839	HVO_B0338	putative hydro-lyase (homolog to altronate dehydratase)
CDS	392926	393609	HVO_B0339	uncharacterized protein
CDS	393703	394356	HVO_B0340	uncharacterized protein
CDS	394417	394662	HVO_B0341	uncharacterized protein
CDS	394719	395801	HVO_B0342	oxidoreductase (luciferase family protein)
CDS	395884	397317	HVO_B0343	glycoside hydrolase family protein
CDS	397381	397845	HVO_B0344	uspA domain protein
CDS	397954	399090	HVO_B0345	homolog to mandelate racemase / homolog to muconate lactonizing enzyme
CDS	399189	400430	HVO_B0346	homolog to mandelate racemase / homolog to muconate lactonizing enzyme
CDS	400523	401575	HVO_B0347	GFO family oxidoreductase
CDS	401690	402628	HVO_B0348	dihydrodipicolinate synthase family protein
CDS	402843	404792	HVO_B0349	uncharacterized protein
CDS	405285	406007	HVO_B0350	ThuA family protein
CDS	406210	406635	HVO_B0351	uncharacterized protein
CDS	406887	407240	HVO_B0352	cupin 2 barrel domain protein
CDS	407283	408113	HVO_B0353	putative carbon-nitrogen hydrolase
CDS	408141	410444	HVO_B0354	uncharacterized protein
CDS	410664	411635	HVO_B0355	uncharacterized protein
CDS	411652	412176	HVO_B0356	uncharacterized protein
CDS	412183	414009	HVO_B0357	polyamine aminopropyltransferase
CDS	414079	414804	HVO_B0358	uncharacterized protein
CDS	414982	416148	HVO_B0359	YidE family protein
CDS	416397	417659	HVO_B0360	uncharacterized protein
CDS	417818	418459	HVO_B0361	HTH-10 family transcription regulator
CDS	418592	418831	HVO_B0362	uncharacterized protein
CDS	418824	421355	HVO_B0363	dimethylsulfoxide reductase subunit A
CDS	421358	422179	HVO_B0364	dimethylsulfoxide reductase subunit B
CDS	422179	423492	HVO_B0365	dimethylsulfoxide reductase subunit C
CDS	423489	424082	HVO_B0366	Tat proofreading chaperone DmsD
CDS	424234	424707	HVO_B0367	uncharacterized protein
CDS	424712	425470	HVO_B0368	molybdenum cofactor guanylyltransferase
CDS	425467	426384	HVO_B0369	ABC-type transport system periplasmic substrate-binding protein (probable substrate molybdate)
CDS	426365	427174	HVO_B0370	ABC-type transport system permease protein (probable substrate molybdate)
CDS	427389	428879	HVO_B0371	aldehyde dehydrogenase
CDS	429092	429286	HVO_B0372	uncharacterized protein
CDS	429468	429683	HVO_B0374	uncharacterized protein
CDS	429920	430657	HVO_B0375	Spo0M family protein
CDS	430739	431749	HVO_B0376	putative oxidoreductase (aldo-keto reductase family protein)
CDS	431768	432787	HVO_B0377	FemAB family protein
CDS	433048	433440	HVO_B0378	putative PPOX family oxidoreductase
CDS	433504	435033	HVO_B0379	SSSF family transport protein
CDS	435027	435812	HVO_B0380	thiamine biosynthesis/salvage protein TenA
CDS	435809	436474	HVO_B0381	thiamine biosynthesis/salvage protein TenA
CDS	436747	437313	HVO_B0382	TATA-binding transcription initiation factor
